id,task1_1,task1_2,task1_3
merge_0899,3,4,3
merge_0901,5,5,3
merge_0901,4,3,4
merge_0901,4,3,4
merge_0905,4,3,4
merge_0905,4,3,4
merge_0905,4,4,4
merge_0906,3,5,3
merge_0906,4,3,4
merge_0906,4,4,4
merge_0906,4,3,4
merge_0906,3,2,4
merge_0906,3,3,3
merge_0909,4,4,4
merge_0909,5,2,5
merge_0909,4,2,4
merge_0910,4,3,2
merge_0910,4,2,4
merge_0910,4,4,4
merge_0911,5,4,5
merge_0911,4,3,4
merge_0911,4,4,4
merge_0916,4,4,4
merge_0916,3,4,3
merge_0916,4,2,4
merge_0916,5,5,5
merge_0916,3,2,2
merge_0916,4,2,4
merge_0925,4,3,5
merge_0925,3,3,4
merge_0925,4,1,4
merge_0929,2,4,3
merge_0929,3,3,3
merge_0930,4,4,3
merge_0930,4,4,5
merge_0930,4,3,4
merge_0936,3,3,3
merge_0936,4,2,4
merge_0936,4,3,4
merge_0942,3,4,3
merge_0942,4,4,4
merge_0942,4,2,3
merge_0942,4,4,3
merge_0942,4,2,5
merge_0942,3,3,4
merge_0946,4,3,4
merge_0946,5,4,5
merge_0946,3,2,4
merge_0950,3,4,4
merge_0950,4,2,4
merge_0950,4,4,4
merge_0953,3,2,4
merge_0953,3,2,5
merge_0953,3,5,4
merge_0953,3,2,4
merge_0953,3,3,4
merge_0953,3,2,4
merge_0955,4,2,4
merge_0955,5,2,3
merge_0955,4,2,4
merge_0955,4,3,4
merge_0955,1,4,2
merge_0955,4,1,4
merge_0959,4,3,4
merge_0959,4,4,4
merge_0959,4,5,4
merge_0963,3,2,3
merge_0963,3,4,5
merge_0963,3,3,2
merge_0964,4,2,4
merge_0964,3,4,4
merge_0964,3,2,4
merge_0969,3,3,4
merge_0969,4,3,3
merge_0969,2,3,3
merge_0969,4,2,4
merge_0969,4,5,4
merge_0969,4,2,3
merge_0971,5,4,3
merge_0971,3,4,4
merge_0971,5,3,4
merge_0977,2,4,2
merge_0977,4,3,4
merge_0977,4,4,4
merge_0978,4,3,3
merge_0978,4,3,4
merge_0978,5,1,5
merge_0980,3,2,4
merge_0980,4,4,4
merge_0980,2,3,4
merge_0980,3,4,4
merge_0982,4,4,3
merge_0982,4,3,4
merge_0982,4,2,3
merge_0985,4,4,4
merge_0985,3,4,3
merge_0985,4,4,4
merge_0987,4,5,4
merge_0987,4,3,4
merge_0987,4,4,4
merge_0990,3,2,4
merge_0990,4,2,4
merge_0990,4,4,4
merge_0992,3,2,4
merge_0992,4,5,4
merge_0992,4,3,4
merge_0995,3,3,4
merge_0995,3,4,4
merge_0995,4,3,4
merge_0995,3,2,4
merge_0995,4,3,4
merge_0995,3,3,3
merge_0996,3,2,4
merge_0996,4,4,4
merge_0996,3,3,2
merge_1000,5,3,4
merge_1000,2,3,4
merge_1000,4,5,4
merge_1002,3,2,2
merge_1002,4,4,4
merge_1002,3,4,3
merge_1002,5,4,4
merge_1003,1,1,4
merge_1003,3,3,4
merge_1003,4,3,4
merge_1009,3,3,3
merge_1009,3,3,4
merge_1009,4,2,4
merge_1009,4,5,5
merge_1009,2,2,3
merge_1009,5,2,5
merge_1014,3,4,3
merge_1014,2,2,2
merge_1014,3,2,4
merge_1014,4,4,3
merge_1014,4,3,4
merge_1014,4,4,3
merge_1017,3,3,4
merge_1017,3,2,2
merge_1017,3,2,4
merge_1020,3,3,4
merge_1020,2,2,3
merge_1020,5,5,5
merge_1021,3,3,2
merge_1021,4,2,3
merge_1021,3,2,4
merge_1029,3,3,4
merge_1029,3,3,4
merge_1029,5,4,3
merge_1029,4,4,4
merge_1029,3,3,3
merge_1029,4,4,4
merge_1032,3,3,4
merge_1032,3,5,4
merge_1032,4,2,3
merge_1035,3,3,4
merge_1035,3,4,3
merge_1035,4,3,3
merge_1040,2,3,4
merge_1040,3,3,3
merge_1040,4,3,4
merge_1041,4,2,4
merge_1041,3,4,3
merge_1041,3,3,3
merge_1042,4,2,3
merge_1042,3,3,3
merge_1042,3,3,3
merge_1043,4,3,3
merge_1043,3,3,4
merge_1043,5,1,5
merge_1043,3,3,3
merge_1043,4,3,4
merge_1043,4,3,4
merge_1044,4,4,3
merge_1044,4,4,4
merge_1044,4,3,4
merge_1046,4,3,3
merge_1046,4,4,3
merge_1046,3,3,3
merge_1046,2,4,1
merge_1048,4,4,5
merge_1048,4,4,4
merge_1048,3,3,4
merge_1053,4,3,4
merge_1053,4,4,3
merge_1053,4,2,4
merge_1055,4,2,3
merge_1055,3,3,4
merge_1055,4,4,4
merge_1055,3,3,4
merge_1055,3,4,5
merge_1055,5,3,4
merge_1056,4,3,4
merge_1056,3,3,3
merge_1056,3,3,3
merge_1059,4,3,4
merge_1059,4,3,4
merge_1059,4,2,3
merge_1059,4,4,4
merge_1059,3,2,3
merge_1059,4,2,5
merge_1063,3,3,3
merge_1063,4,3,4
merge_1063,4,4,4
merge_1064,3,3,4
merge_1064,3,3,3
merge_1064,3,3,4
merge_1066,4,4,4
merge_1066,3,2,4
merge_1066,4,4,4
merge_1069,4,2,3
merge_1069,3,4,5
merge_1069,5,2,5
merge_1070,4,4,3
merge_1070,4,2,4
merge_1070,4,5,4
merge_1071,4,2,3
merge_1071,4,4,4
merge_1071,4,3,3
merge_1071,2,2,4
merge_1071,4,1,4
merge_1071,4,3,4
merge_1073,4,3,3
merge_1073,5,1,5
merge_1073,4,3,4
merge_1074,3,3,4
merge_1074,3,1,4
merge_1074,3,4,4
merge_1076,4,3,4
merge_1076,3,2,2
merge_1076,1,2,3
merge_1084,3,3,3
merge_1084,4,3,4
merge_1084,4,3,3
merge_1085,3,3,4
merge_1085,3,3,3
merge_1085,4,3,2
merge_1087,4,4,5
merge_1087,4,3,4
merge_1087,2,3,3
merge_1088,4,3,4
merge_1088,4,4,3
merge_1088,4,2,4
merge_1090,4,3,4
merge_1090,4,1,5
merge_1090,4,4,5
merge_1092,4,4,5
merge_1092,3,3,4
merge_1092,4,2,3
merge_1092,1,1,1
merge_1092,4,2,4
merge_1092,4,4,5
merge_1092,3,2,2
merge_1092,2,2,3
merge_1092,3,4,4
merge_1096,5,3,4
merge_1096,4,3,4
merge_1096,4,3,3
merge_1104,3,2,4
merge_1104,2,2,2
merge_1104,4,2,4
merge_1105,4,4,4
merge_1105,3,3,3
merge_1105,3,3,4
merge_1106,3,3,3
merge_1106,4,3,4
merge_1106,3,3,3
merge_1107,4,3,4
merge_1107,3,1,3
merge_1107,4,3,4
merge_1107,3,3,3
merge_1107,3,4,3
merge_1107,2,4,4
merge_1110,4,4,4
merge_1110,3,3,4
merge_1110,4,3,3
merge_1114,3,3,4
merge_1114,4,3,4
merge_1114,2,3,4
merge_1114,4,2,3
merge_1114,3,3,3
merge_1114,5,4,4
merge_1121,2,3,3
merge_1121,4,3,4
merge_1121,4,4,3
merge_1123,3,2,2
merge_1123,5,5,4
merge_1123,2,3,2
merge_1124,4,4,4
merge_1124,4,3,4
merge_1124,3,4,4
merge_1125,3,3,3
merge_1125,4,3,4
merge_1125,4,3,4
merge_1127,4,3,4
merge_1127,3,3,4
merge_1127,4,4,4
merge_1131,4,4,4
merge_1131,5,3,4
merge_1131,3,3,4
merge_1131,3,3,3
merge_1131,4,4,3
merge_1131,3,3,4
merge_1132,4,2,4
merge_1132,3,4,4
merge_1132,4,3,2
merge_1136,4,3,4
merge_1136,3,3,3
merge_1136,4,5,4
merge_1137,3,2,3
merge_1137,5,3,4
merge_1137,3,3,2
merge_1137,4,5,4
merge_1137,3,4,4
merge_1137,4,4,4
merge_1137,5,5,5
merge_1137,4,4,4
merge_1137,4,4,4
merge_1137,3,2,3
merge_1137,4,3,4
merge_1137,1,5,5
merge_1138,5,1,5
merge_1138,4,3,4
merge_1138,5,3,2
merge_1140,4,2,5
merge_1140,4,2,4
merge_1140,3,4,2
merge_1140,5,5,5
merge_1140,5,5,5
merge_1140,2,4,2
merge_1140,3,4,3
merge_1140,3,5,4
merge_1141,4,4,5
merge_1141,4,4,4
merge_1141,3,3,4
merge_1150,5,3,3
merge_1150,3,5,3
merge_1150,3,2,3
merge_1151,3,3,3
merge_1151,4,4,4
merge_1151,3,5,4
merge_1152,4,2,4
merge_1152,3,4,4
merge_1152,5,1,5
merge_1154,4,3,4
merge_1154,4,4,4
merge_1154,5,4,4
merge_1154,4,3,4
merge_1154,4,5,4
merge_1154,3,3,4
merge_1155,4,4,4
merge_1155,4,3,4
merge_1155,4,2,2
merge_1156,4,3,4
merge_1156,4,3,4
merge_1156,4,4,4
merge_1157,4,3,4
merge_1157,3,4,3
merge_1157,3,3,3
merge_1157,4,2,2
merge_1157,4,3,4
merge_1157,3,3,4
merge_1157,3,2,3
merge_1160,5,5,5
merge_1160,3,4,3
merge_1162,4,4,4
merge_1162,4,1,5
merge_1162,3,2,3
merge_1164,4,3,4
merge_1164,2,4,4
merge_1164,4,4,4
merge_1165,4,4,4
merge_1165,4,1,5
merge_1165,3,4,4
merge_1165,4,2,3
merge_1165,4,4,3
merge_1165,2,3,4
merge_1170,3,3,4
merge_1170,5,5,5
merge_1170,3,3,3
merge_1176,4,2,4
merge_1176,3,3,4
merge_1176,3,4,3
merge_1184,4,2,4
merge_1184,5,4,4
merge_1184,4,2,4
merge_1186,4,3,4
merge_1186,5,5,5
merge_1186,4,2,3
merge_1192,4,3,4
merge_1192,3,3,2
merge_1192,4,3,4
merge_1194,4,4,4
merge_1194,5,3,5
merge_1194,4,3,4
merge_1195,3,4,3
merge_1195,5,2,4
merge_1195,3,3,4
merge_1196,4,3,4
merge_1196,4,3,3
merge_1196,5,2,5
merge_1196,5,4,4
merge_1196,5,3,5
merge_1205,4,4,4
merge_1205,4,3,4
merge_1205,4,3,4
merge_1208,4,2,3
merge_1208,3,3,3
merge_1208,4,4,4
merge_1212,5,2,3
merge_1212,4,3,4
merge_1212,3,3,4
merge_1214,4,2,4
merge_1214,5,5,5
merge_1214,4,3,4
merge_1215,3,4,3
merge_1215,4,3,3
merge_1215,4,2,3
merge_1219,4,1,5
merge_1219,4,4,3
merge_1219,4,3,4
merge_1220,3,3,4
merge_1220,4,4,5
merge_1220,4,4,4
merge_1233,4,2,3
merge_1233,3,1,3
merge_1233,5,4,5
merge_1234,3,3,4
merge_1234,2,4,1
merge_1234,3,4,3
merge_1238,5,1,5
merge_1238,4,2,4
merge_1238,3,3,3
merge_1245,4,2,3
merge_1245,4,5,4
merge_1245,3,3,3
merge_1246,5,1,5
merge_1246,5,5,5
merge_1246,4,2,4
merge_1249,2,4,3
merge_1249,4,4,4
merge_1249,3,2,4
merge_1251,4,3,4
merge_1251,3,3,3
merge_1251,4,4,4
merge_1253,4,4,4
merge_1253,4,3,4
merge_1253,4,4,4
merge_1255,2,2,3
merge_1255,3,4,3
merge_1255,4,4,4
merge_1255,3,3,4
merge_1255,3,2,4
merge_1255,3,2,4
merge_1256,5,5,5
merge_1256,4,3,4
merge_1256,2,2,4
merge_1256,3,3,4
merge_1256,3,3,4
merge_1256,2,3,2
merge_1257,4,3,4
merge_1257,3,2,3
merge_1257,4,3,4
merge_1257,3,2,3
merge_1257,4,4,5
merge_1257,3,4,2
merge_1260,3,3,4
merge_1260,4,4,4
merge_1260,4,4,4
merge_1263,4,4,4
merge_1263,4,4,5
merge_1263,4,2,4
merge_1265,4,3,4
merge_1265,2,3,2
merge_1265,3,4,4
merge_1265,3,3,4
merge_1265,4,4,5
merge_1265,4,2,3
merge_1269,4,3,4
merge_1269,3,3,4
merge_1269,4,3,4
merge_1272,4,2,3
merge_1272,3,4,4
merge_1272,5,4,5
merge_1272,4,4,3
merge_1272,4,3,4
merge_1272,4,4,3
merge_1272,3,3,4
merge_1272,4,5,4
merge_1272,5,3,3
merge_1272,4,4,4
merge_1275,4,4,3
merge_1275,5,5,4
merge_1275,4,2,3
merge_1276,4,4,3
merge_1276,4,4,3
merge_1276,5,5,5
merge_1276,3,2,4
merge_1276,2,3,3
merge_1276,3,2,4
merge_1277,4,3,4
merge_1277,3,3,3
merge_1277,4,4,4
merge_1279,2,4,2
merge_1279,2,3,3
merge_1279,4,2,3
merge_1280,3,3,4
merge_1280,2,3,2
merge_1280,3,2,3
merge_1281,4,3,4
merge_1281,4,4,4
merge_1281,5,3,4
merge_1282,2,3,3
merge_1282,4,2,4
merge_1282,1,2,3
merge_1282,4,4,4
merge_1282,3,3,3
merge_1282,2,2,2
merge_1289,3,3,4
merge_1289,4,3,4
merge_1289,4,4,5
merge_1290,4,2,3
merge_1290,4,4,4
merge_1290,4,3,4
merge_1294,4,3,4
merge_1294,4,4,4
merge_1294,4,4,4
merge_1297,3,3,4
merge_1297,3,3,3
merge_1297,4,2,4
merge_1299,3,2,4
merge_1299,3,3,5
merge_1299,4,2,4
merge_1305,3,3,4
merge_1305,4,3,4
merge_1305,4,4,4
merge_1309,4,3,4
merge_1309,3,4,3
merge_1309,4,3,4
merge_1310,2,3,4
merge_1310,5,4,5
merge_1310,4,3,4
merge_1311,4,3,4
merge_1311,4,5,4
merge_1311,3,3,2
merge_1314,3,2,4
merge_1314,4,2,4
merge_1314,2,3,4
merge_1314,4,4,3
merge_1314,5,5,5
merge_1314,5,4,4
merge_1320,5,2,4
merge_1320,4,3,4
merge_1320,4,5,4
merge_1321,4,4,3
merge_1321,2,3,4
merge_1321,5,1,5
merge_1322,4,4,4
merge_1322,3,3,3
merge_1322,3,3,4
merge_1324,4,3,4
merge_1324,4,1,4
merge_1324,3,3,4
merge_1324,5,1,5
merge_1324,4,2,3
merge_1324,4,4,4
merge_1329,4,3,4
merge_1329,4,3,4
merge_1329,5,2,2
merge_1329,3,3,3
merge_1329,4,4,4
merge_1329,3,3,3
merge_1329,5,5,5
merge_1329,4,4,4
merge_1329,4,3,4
merge_1334,4,2,4
merge_1334,3,2,4
merge_1334,4,2,3
merge_1334,3,4,4
merge_1334,4,4,3
merge_1334,3,2,3
merge_1335,4,4,4
merge_1335,4,2,2
merge_1335,3,2,4
merge_1336,4,1,4
merge_1336,4,3,4
merge_1336,4,2,4
merge_1336,4,4,4
merge_1336,3,3,2
merge_1336,4,4,5
merge_1338,3,3,4
merge_1338,4,1,4
merge_1338,3,3,4
merge_1340,5,3,4
merge_1340,3,4,4
merge_1340,3,4,4
merge_1345,4,4,5
merge_1345,3,3,4
merge_1345,3,3,3
merge_1346,4,3,4
merge_1346,5,4,4
merge_1346,4,5,5
merge_1350,4,3,4
merge_1350,4,5,4
merge_1350,5,5,5
merge_1351,4,4,4
merge_1351,4,2,3
merge_1351,3,2,4
merge_1351,4,4,4
merge_1351,3,4,4
merge_1351,3,4,3
merge_1352,4,5,3
merge_1352,2,2,4
merge_1352,4,3,4
merge_1355,4,2,4
merge_1355,3,3,3
merge_1355,3,4,3
merge_1355,4,4,3
merge_1355,3,2,4
merge_1355,3,3,4
merge_1359,5,1,5
merge_1359,4,4,3
merge_1359,3,3,3
merge_1359,4,4,5
merge_1359,2,2,3
merge_1359,2,2,3
merge_1360,4,2,4
merge_1360,3,3,2
merge_1360,4,3,4
merge_1366,3,3,4
merge_1366,4,3,4
merge_1366,4,3,3
merge_1381,5,5,5
merge_1381,3,2,4
merge_1381,4,2,2
merge_1382,2,3,4
merge_1382,3,2,4
merge_1382,3,3,3
merge_1384,4,4,4
merge_1384,3,3,3
merge_1386,4,4,4
merge_1386,3,3,4
merge_1386,4,2,4
merge_1386,1,3,2
merge_1387,3,3,4
merge_1387,3,4,3
merge_1387,4,2,3
merge_1388,4,5,5
merge_1388,4,3,4
merge_1388,4,4,3
merge_1392,3,1,4
merge_1392,3,3,4
merge_1392,3,3,4
merge_1396,4,3,4
merge_1396,3,3,3
merge_1396,4,3,3
merge_1397,4,4,5
merge_1397,4,3,4
merge_1397,4,5,5
merge_1398,1,1,1
merge_1398,4,4,4
merge_1398,4,2,3
merge_1403,5,1,5
merge_1403,4,3,4
merge_1403,3,2,3
merge_1403,4,4,5
merge_1405,4,3,3
merge_1405,3,3,4
merge_1405,3,2,3
merge_1417,4,4,4
merge_1417,4,3,4
merge_1417,3,3,4
merge_1422,4,2,4
merge_1422,3,3,3
merge_1422,4,1,3
merge_1425,4,3,4
merge_1425,4,3,4
merge_1425,3,4,3
merge_1427,4,4,4
merge_1427,2,3,4
merge_1427,4,4,3
merge_1429,3,3,3
merge_1429,4,3,4
merge_1429,2,2,3
merge_1433,4,4,4
merge_1433,4,3,4
merge_1433,3,3,3
merge_1434,3,3,4
merge_1434,4,4,2
merge_1434,4,2,4
merge_1434,4,5,3
merge_1434,3,2,2
merge_1434,3,5,3
merge_1436,4,4,4
merge_1436,5,4,5
merge_1436,3,3,4
merge_1437,3,3,4
merge_1437,4,4,4
merge_1437,1,4,4
merge_1438,2,3,4
merge_1438,4,3,4
merge_1438,4,4,3
merge_1438,3,3,3
merge_1438,2,3,2
merge_1438,3,3,4
merge_1438,4,4,4
merge_1438,4,5,5
merge_1438,3,3,3
merge_1439,2,3,4
merge_1439,4,4,4
merge_1439,4,3,4
merge_1443,2,5,3
merge_1443,3,3,3
merge_1443,3,2,3
merge_1445,5,4,4
merge_1445,2,3,2
merge_1445,4,3,4
merge_1447,5,5,5
merge_1447,3,3,4
merge_1447,4,4,4
merge_1454,2,2,3
merge_1454,3,3,4
merge_1454,5,1,4
merge_1454,4,4,4
merge_1454,1,1,1
merge_1454,3,2,3
merge_1454,5,1,5
merge_1454,4,3,4
merge_1454,4,4,3
merge_1455,3,4,3
merge_1455,4,2,3
merge_1455,3,3,3
merge_1455,3,3,3
merge_1455,4,3,4
merge_1455,4,4,4
merge_1458,3,4,4
merge_1458,4,4,3
merge_1458,3,3,4
merge_1461,4,3,4
merge_1461,4,2,3
merge_1461,4,2,2
merge_1467,4,4,4
merge_1467,4,3,4
merge_1467,2,3,4
merge_1468,4,4,4
merge_1468,1,4,3
merge_1468,3,3,4
merge_1472,4,4,4
merge_1472,3,4,3
merge_1472,5,3,4
merge_1473,4,3,4
merge_1473,4,4,3
merge_1473,2,2,4
merge_1476,3,2,2
merge_1476,2,3,3
merge_1476,4,3,4
merge_1478,3,3,3
merge_1478,4,3,4
merge_1478,4,3,4
merge_1479,3,4,4
merge_1479,4,3,4
merge_1479,4,3,3
merge_1481,4,4,3
merge_1481,4,1,3
merge_1481,3,5,4
merge_1482,3,3,4
merge_1482,4,3,2
merge_1482,4,4,4
merge_1485,5,3,4
merge_1485,3,3,3
merge_1485,4,3,4
merge_1487,4,5,5
merge_1487,4,3,4
merge_1487,2,3,4
merge_1488,5,4,4
merge_1488,4,3,4
merge_1488,5,4,4
merge_1488,3,4,3
merge_1488,4,4,4
merge_1494,4,4,4
merge_1494,3,3,3
merge_1494,3,3,4
merge_1500,3,3,3
merge_1500,3,2,3
merge_1500,5,1,4
merge_1501,3,5,4
merge_1501,4,4,4
merge_1501,4,5,4
merge_1503,4,3,3
merge_1503,4,3,4
merge_1503,3,3,3
merge_1504,4,4,4
merge_1504,3,3,4
merge_1504,4,3,4
merge_1505,4,4,4
merge_1505,3,3,4
merge_1505,2,3,4
merge_1506,5,2,4
merge_1506,4,4,3
merge_1506,4,3,4
merge_1511,4,5,3
merge_1511,4,4,4
merge_1511,4,4,3
merge_1516,3,3,3
merge_1516,4,2,4
merge_1516,3,3,4
merge_1525,4,4,5
merge_1525,4,4,4
merge_1528,3,2,3
merge_1528,4,1,4
merge_1528,4,3,3
merge_1531,4,5,4
merge_1531,3,3,4
merge_1531,3,3,3
merge_1531,4,3,4
merge_1531,3,4,3
merge_1531,3,3,3
merge_1534,4,2,4
merge_1534,5,1,4
merge_1534,4,4,4
merge_1535,3,3,3
merge_1535,3,3,4
merge_1535,4,3,4
merge_1536,5,1,5
merge_1536,4,3,4
merge_1536,3,4,2
merge_1536,4,3,3
merge_1536,4,3,4
merge_1536,4,4,4
merge_1536,3,2,4
merge_1543,5,4,5
merge_1543,4,3,4
merge_1543,4,3,5
merge_1546,3,3,4
merge_1546,3,3,3
merge_1546,3,2,2
merge_1552,3,3,3
merge_1552,3,2,4
merge_1552,4,2,4
merge_1553,4,3,4
merge_1553,3,3,4
merge_1553,5,3,3
merge_1554,4,3,4
merge_1554,4,4,3
merge_1554,4,3,4
merge_1556,3,3,3
merge_1556,4,3,2
merge_1556,4,2,4
merge_1558,3,3,2
merge_1558,4,5,4
merge_1558,4,4,3
merge_1558,4,3,4
merge_1558,4,2,4
merge_1558,3,5,2
merge_1563,3,2,3
merge_1563,3,3,3
merge_1563,4,4,5
merge_1565,4,4,3
merge_1565,4,2,4
merge_1565,4,5,4
merge_1569,4,4,4
merge_1569,3,3,2
merge_1569,3,3,4
merge_1570,5,4,5
merge_1570,3,4,3
merge_1570,4,2,3
merge_1571,4,3,4
merge_1571,5,4,4
merge_1571,3,3,4
merge_1585,4,2,4
merge_1585,2,5,4
merge_1585,5,4,4
merge_1586,4,4,4
merge_1586,4,3,3
merge_1586,4,3,4
merge_1589,2,2,2
merge_1589,3,4,3
merge_1589,4,2,4
merge_1591,4,5,5
merge_1591,3,3,3
merge_1591,5,3,5
merge_1591,4,2,3
merge_1592,4,4,4
merge_1592,4,3,4
merge_1592,5,5,5
merge_1597,3,2,4
merge_1597,4,3,3
merge_1597,4,3,3
merge_1597,3,2,3
merge_1597,3,2,3
merge_1597,3,3,4
merge_1602,4,2,3
merge_1602,4,3,4
merge_1602,3,4,3
merge_1604,4,5,4
merge_1604,5,2,2
merge_1604,4,1,3
merge_1604,4,4,4
merge_1604,4,5,4
merge_1604,4,2,4
merge_1604,4,4,4
merge_1604,3,2,2
merge_1604,3,3,4
merge_1604,4,3,4
merge_1604,3,2,3
merge_1604,4,3,3
merge_1607,4,2,4
merge_1607,5,4,5
merge_1607,3,4,2
merge_1610,4,4,3
merge_1610,3,3,3
merge_1610,4,2,3
merge_1610,4,2,4
merge_1610,4,3,2
merge_1610,3,3,4
merge_1611,3,3,2
merge_1611,4,2,3
merge_1611,4,4,4
merge_1614,4,3,4
merge_1614,3,2,3
merge_1614,3,3,3
merge_1626,3,4,2
merge_1626,3,2,4
merge_1626,3,2,4
merge_1627,4,2,3
merge_1627,2,5,3
merge_1627,3,3,3
merge_1629,4,4,3
merge_1629,2,1,1
merge_1629,4,3,4
merge_1630,5,5,5
merge_1630,3,3,3
merge_1630,4,2,3
merge_1635,4,4,3
merge_1635,4,3,4
merge_1635,3,4,4
merge_1641,4,3,4
merge_1641,5,2,5
merge_1641,3,2,4
merge_1643,3,3,3
merge_1643,2,3,4
merge_1643,4,4,4
merge_1644,4,4,3
merge_1644,4,4,5
merge_1644,3,2,3
merge_1646,3,2,3
merge_1646,3,3,2
merge_1646,4,3,3
merge_1648,2,5,3
merge_1648,5,5,5
merge_1648,4,2,2
merge_1650,3,2,4
merge_1650,3,3,4
merge_1650,2,2,2
merge_1650,4,2,4
merge_1650,3,3,5
merge_1650,5,1,4
merge_1651,3,3,4
merge_1651,4,4,4
merge_1651,4,3,4
merge_1651,4,4,4
merge_1651,3,3,2
merge_1651,3,2,4
merge_1652,3,4,3
merge_1652,5,5,5
merge_1652,3,4,4
merge_1652,4,3,3
merge_1652,3,2,4
merge_1652,4,4,4
merge_1663,3,2,4
merge_1663,4,5,4
merge_1663,3,3,3
merge_1663,4,4,5
merge_1663,3,3,4
merge_1663,4,3,4
merge_1666,4,3,4
merge_1666,4,4,4
merge_1666,4,4,4
merge_1669,4,3,4
merge_1669,3,4,4
merge_1669,3,2,3
merge_1671,5,5,5
merge_1671,3,3,2
merge_1671,2,3,2
merge_1672,3,4,3
merge_1672,2,3,3
merge_1672,5,3,4
merge_1672,5,5,5
merge_1672,2,3,4
merge_1672,3,2,4
merge_1674,5,2,3
merge_1674,3,5,3
merge_1674,4,4,4
merge_1677,3,4,4
merge_1677,4,3,4
merge_1677,5,4,5
merge_1678,4,3,3
merge_1678,4,4,2
merge_1678,5,3,4
merge_1684,3,3,4
merge_1684,3,4,4
merge_1684,3,2,5
merge_1688,4,4,4
merge_1688,3,1,5
merge_1688,3,3,4
merge_1688,3,2,4
merge_1688,3,3,3
merge_1688,4,4,4
merge_1689,5,1,5
merge_1689,4,4,4
merge_1689,4,3,4
merge_1690,3,4,3
merge_1690,3,2,3
merge_1690,3,2,4
merge_1695,4,2,3
merge_1695,3,2,4
merge_1695,5,2,5
merge_1705,4,3,4
merge_1705,5,5,5
merge_1705,5,5,4
merge_1707,3,4,3
merge_1707,5,1,5
merge_1707,3,2,3
merge_1710,4,3,4
merge_1710,4,4,4
merge_1710,4,3,2
merge_1711,4,2,3
merge_1711,4,4,3
merge_1711,3,3,3
merge_1714,4,2,4
merge_1714,3,2,3
merge_1714,4,2,3
merge_1715,4,2,4
merge_1715,4,2,4
merge_1715,3,4,2
merge_1717,3,3,3
merge_1717,5,4,5
merge_1717,3,3,4
merge_1721,4,3,4
merge_1721,3,3,2
merge_1721,4,3,4
merge_1723,4,3,5
merge_1723,4,4,4
merge_1723,3,3,4
merge_1727,4,4,4
merge_1727,4,2,4
merge_1727,4,3,4
merge_1730,4,3,3
merge_1730,4,2,3
merge_1730,3,3,3
merge_1736,3,2,4
merge_1736,4,4,4
merge_1736,4,2,2
merge_1736,3,2,3
merge_1736,4,3,3
merge_1736,3,5,4
merge_1740,3,3,4
merge_1740,4,4,4
merge_1740,4,3,3
merge_1741,4,3,4
merge_1741,1,1,1
merge_1741,3,2,3
merge_1742,4,5,4
merge_1742,3,4,4
merge_1742,4,3,4
merge_1750,3,4,4
merge_1750,5,2,4
merge_1750,3,2,2
merge_1750,4,2,3
merge_1750,3,2,2
merge_1750,3,2,4
merge_1750,3,3,4
merge_1750,4,4,3
merge_1750,3,3,4
merge_1755,4,3,4
merge_1755,4,4,4
merge_1755,3,3,4
merge_1758,4,3,4
merge_1758,1,4,5
merge_1758,3,2,4
merge_1758,3,3,4
merge_1758,4,4,3
merge_1758,5,1,5
merge_1762,3,2,3
merge_1762,4,1,4
merge_1762,3,4,3
merge_1764,5,3,3
merge_1764,4,3,4
merge_1764,2,3,4
merge_1769,4,5,4
merge_1769,4,3,4
merge_1769,5,3,4
merge_1775,4,2,3
merge_1775,4,4,4
merge_1775,4,4,4
merge_1776,5,1,4
merge_1776,4,4,3
merge_1776,4,2,4
merge_1780,3,3,3
merge_1780,5,5,5
merge_1780,4,2,3
merge_1787,4,2,3
merge_1787,3,4,3
merge_1787,5,5,4
merge_1791,4,3,4
merge_1791,4,4,3
merge_1791,3,3,4
merge_1791,3,3,3
merge_1791,5,4,5
merge_1791,4,3,4
merge_1792,4,3,4
merge_1792,4,2,2
merge_1792,4,3,4
merge_1793,3,3,4
merge_1793,4,4,5
merge_1793,3,2,4
merge_1794,4,5,5
merge_1794,5,5,5
merge_1794,4,5,4
merge_1796,3,3,4
merge_1796,4,1,5
merge_1796,3,3,3
merge_1799,3,4,4
merge_1799,4,3,4
merge_1799,3,3,4
merge_1799,4,2,2
merge_1799,3,3,3
merge_1799,4,3,4
merge_1800,4,4,3
merge_1800,4,4,4
merge_1800,2,3,2
merge_1801,2,4,2
merge_1801,3,2,4
merge_1801,3,4,3
merge_1802,4,4,4
merge_1802,4,1,4
merge_1802,3,2,3
merge_1804,4,2,3
merge_1804,4,4,4
merge_1804,5,2,4
merge_1805,4,3,3
merge_1805,4,2,3
merge_1805,4,4,4
merge_1809,3,4,4
merge_1809,3,3,3
merge_1809,4,3,4
merge_1817,4,3,4
merge_1817,5,1,5
merge_1817,4,4,4
merge_1817,4,2,3
merge_1817,4,2,2
merge_1817,5,5,5
merge_1820,3,3,3
merge_1820,4,3,4
merge_1820,3,3,4
merge_1822,4,2,3
merge_1822,4,3,4
merge_1822,4,3,4
merge_1823,3,3,3
merge_1823,4,4,3
merge_1823,4,1,4
merge_1823,3,2,3
merge_1823,3,4,2
merge_1823,3,3,4
merge_1823,5,5,5
